,age_head,age_spouse,e00200p,e00900p,e02100p,e00200s,e00900s,e02100s,e00600,e00800,e01500,e02300,s006,DSI,blind_head,blind_spouse,nu18,n1820,n21,ssi_ben,vet_ben,snap_ben,mcare_ben,mcaid_ben,e02400,tanf_ben,housing_ben,wic_ben,nu13,nu05,n24,elderly_dependents,f2441,EIC,XTOT,MARS,e01100,e01400,e03300,e03270,e20400,e32800,e19200,e18500,e03240,e17500,e18400,e00900,e00650,e00300,e00400,e01700,e19800,e20100,e03210,e03150,other_ben,e00200,e02100
338078,55,52,0,60205,0,0,35168,0,2566,0,0,0,3000,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,51755,0,0,0,0,0,9754,3331,0,0,6616,95373,2566,528,0,0,0,0,0,0,0,0,0
87164,70,75,0,0,0,35531,0,0,0,0,0,0,54000,0,0,0,0,0,2,0,0,0,23244,0,29554,0,0,0,0,0,0,0,0,0,2,2,0,825,0,0,7739,0,3418,2634,0,0,3346,0,0,84,0,0,0,0,0,0,0,35531,0
120345,59,0,50722,94794,309049,0,0,0,4680,0,0,0,7000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75855,0,0,2777,0,0,15020,5561,17848,0,3000,94794,3173,23555,0,0,0,0,0,0,0,50722,309049
407092,26,25,44369,0,0,0,0,0,0,0,0,0,59100,0,0,0,1,0,2,0,0,0,0,7031,0,0,0,0,1,1,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,4698,1030,0,0,2872,44369,0
452480,49,27,78064,0,0,2732,0,0,13068,0,0,0,400,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,4,2,875,0,0,0,0,134,9877,2878,0,0,3000,0,13068,4,0,0,5260,1153,948,0,0,80796,0
273871,72,71,198040,0,0,0,0,0,0,0,8391,0,8500,0,0,0,0,0,2,0,0,0,23244,0,28261,0,0,0,0,0,0,0,0,0,2,2,0,42055,0,0,8907,0,6092,4741,0,62262,3000,0,0,32,0,0,0,0,0,0,0,198040,0
350287,46,47,0,40617,0,0,40235,0,0,0,0,0,4100,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5263,0,246,9827,2739,0,0,5026,80852,0,14,0,0,5275,1157,0,0,0,0,0
293005,66,52,79230,-6038,0,45535,0,0,1348,0,0,0,1300,0,0,0,0,0,2,0,0,0,11622,0,20242,0,0,0,0,0,0,0,0,0,2,2,0,0,2922,0,0,0,16979,8502,37146,0,51774,-6038,1348,6998,0,0,6864,1505,0,0,0,124765,0
352254,41,37,0,0,2131055,39928,0,0,0,0,0,0,500,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,5,2,0,0,0,0,0,1096,48680,10514,0,0,108552,0,0,0,0,0,0,0,124,0,0,39928,2131055
345163,53,0,0,0,0,0,0,0,0,0,0,0,22300,0,0,0,0,0,1,0,0,581,0,0,0,1591,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0
447197,74,65,0,0,0,50745,0,0,35376,0,48375,0,4100,0,0,1,0,0,3,0,0,0,11622,0,27557,0,0,0,0,0,0,0,0,0,3,2,0,803,0,0,8593,0,5141,4356,0,0,9583,0,23985,3073,9089,27912,0,0,0,0,0,50745,0
297185,48,0,0,53821,0,0,0,0,0,0,0,0,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1474,0,0,7259,2121,0,0,0,53821,0,19,0,0,5000,1096,0,0,0,0,0
333796,47,0,131521,0,0,0,0,0,26,0,0,0,58600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9519,2660,0,0,6516,0,0,117,0,0,5386,1181,0,0,0,131521,0
386632,50,52,0,0,0,238166,0,0,3216,0,0,0,3900,0,0,0,1,1,2,0,0,0,0,7031,0,0,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,0,15327,4425,0,0,3000,0,3216,2572,4451,0,0,0,1141,0,2872,238166,0
7290,18,0,3615,0,0,0,0,0,0,0,0,0,6700,1,0,0,0,1,0,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,2872,3615,0
45366,26,25,0,0,0,59544,0,0,0,0,0,0,71300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3103,0,0,20,0,0,0,0,0,0,0,59544,0
413858,38,39,16070,0,0,0,0,0,0,0,0,0,17800,0,0,0,4,0,2,0,0,5191,0,28125,0,0,0,0,4,2,4,0,4,3,6,2,101,0,0,0,0,0,5691,1293,0,0,905,0,0,0,0,0,0,0,0,0,13609,16070,0
409042,22,1,0,0,0,0,0,0,0,0,0,0,65400,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186936,64,0,0,0,0,0,0,0,0,0,0,0,8700,0,0,0,0,0,1,0,0,0,0,0,8215,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,3717,815,0,0,0,0,0
24560,80,0,0,0,0,0,0,0,0,0,56205,0,5300,0,0,0,0,0,1,0,0,0,11622,0,9602,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1201,2247,0,0,2712,0,0,0,0,32430,4419,969,0,0,0,0,0
174022,19,54,216670,0,0,23419,0,0,0,0,0,0,400,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,4,2,0,0,0,0,0,1357,21466,3459,0,0,3000,0,0,73,0,0,0,0,2500,0,0,240089,0
11214,67,68,0,0,0,114789,0,0,22238,0,48357,0,800,0,0,0,1,0,2,0,0,0,11622,0,26187,0,0,0,0,0,0,0,0,1,3,2,18236,0,0,0,0,0,9937,5308,0,5885,16707,0,15077,4950,8568,48357,5181,1136,0,0,0,114789,0
151628,22,0,2747,0,0,0,0,0,0,0,0,0,66400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,2747,0
387384,41,18,22830,0,0,0,0,0,0,0,0,0,54900,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,22830,0
331539,32,0,15175,0,0,0,0,0,0,0,0,0,57900,0,0,0,4,0,2,0,0,5816,0,0,0,0,0,0,4,1,4,0,4,3,6,4,1043,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,2375,15175,0
244742,76,71,0,0,0,0,0,0,125151,0,16101,0,11200,0,0,0,0,0,2,0,0,0,23244,0,47550,0,0,0,0,0,0,0,0,0,2,2,6541,31763,0,0,8556,0,3928,4371,0,0,3000,0,84852,8601,25442,9290,0,0,0,0,0,0,0
100157,85,0,0,0,0,0,0,0,0,0,0,0,71000,0,0,0,0,0,1,0,0,2801,11622,0,16211,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1346,0,0,546,0,0,22,0,0,0,0,0,0,1144,0,0
10341,27,0,81496,0,0,0,0,0,0,0,0,0,100800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11781,0,0,0,10001,0,0,0,0,0,4275,0,0,252,0,0,5037,1104,0,0,0,81496,0
281653,16,0,0,0,0,0,0,0,0,0,0,0,89000,0,0,0,1,0,0,0,0,0,0,0,11535,0,0,0,0,0,0,0,0,0,1,1,840,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0
305706,59,59,188180,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,104,0,0,0,0,0,11082,4360,0,0,11998,0,0,7402,12812,0,0,0,0,6500,0,188180,0
404681,21,0,25617,0,0,0,0,0,0,0,0,0,113500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,876,0,0,24,0,0,0,0,0,0,0,25617,0
60361,44,45,4491,0,0,0,16932,0,0,0,0,0,500,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,0,128,0,0,0,0,8015,2111,0,0,2747,16932,0,13,0,0,4819,1056,0,0,0,4491,0
320792,74,66,0,0,0,20686,0,0,1782,0,72982,0,3200,0,0,0,0,0,2,0,0,0,23244,0,42327,0,0,0,0,0,0,0,0,0,2,2,1224,45699,0,0,0,0,5062,4619,0,0,11390,0,1782,640,1109,0,0,0,0,0,0,20686,0
418733,48,38,61642,0,0,31727,0,0,0,0,0,0,24500,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,0,0,0,0,9967,0,9572,2804,0,0,5150,0,0,0,0,0,5293,1161,397,0,0,93369,0
293877,61,0,9835,0,0,0,0,0,0,0,0,0,21100,0,0,0,0,0,1,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,2872,9835,0
379801,51,52,0,0,0,0,0,0,0,0,0,0,136000,0,0,0,0,0,2,0,19032,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,131,0,0,1523,0,0,0,0,0,0,0,0,0
158850,67,78,0,0,0,0,0,0,2431,0,74837,0,5300,0,0,0,0,0,2,0,0,0,23244,0,40753,5572,0,0,0,0,0,0,0,0,2,2,0,2648,0,0,0,0,5381,3293,0,0,5831,0,1648,477,0,43181,4610,1011,0,0,0,0,0
285132,70,52,236414,0,0,0,0,0,287446,0,0,0,5500,0,0,0,0,0,2,0,0,0,11622,0,39733,1178,0,0,0,0,0,0,0,0,2,2,4407,0,0,0,0,0,13016,8043,0,0,42978,0,194888,73538,29382,0,6671,1463,0,0,0,236414,0
133876,85,0,0,0,0,0,0,0,0,0,0,0,10200,0,0,0,0,0,1,0,0,0,11622,0,16261,0,0,0,0,0,0,0,0,0,1,1,0,330,0,0,0,0,0,1352,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
192779,39,34,118899,0,0,0,0,0,24951,0,0,0,9400,0,0,0,2,0,2,0,0,0,0,0,0,6679,0,0,2,2,2,0,2,2,4,2,0,0,0,0,0,375,13059,3001,0,0,6614,0,24951,1490,0,0,5451,1195,0,0,0,118899,0
127093,80,80,0,0,0,0,0,0,0,0,69137,0,6400,0,0,0,0,0,2,0,0,0,23244,0,36164,0,0,0,0,0,0,0,0,0,2,2,0,3442,0,0,0,0,1959,3898,0,0,3000,0,0,4405,13029,69137,0,0,0,0,0,0,0
351432,67,67,221949,0,0,12986,0,0,0,0,0,0,5600,0,0,0,0,0,2,0,0,0,11622,0,14875,0,0,0,0,0,0,0,0,0,2,2,0,100,0,0,0,0,8397,4817,0,0,13912,0,0,20,0,0,5210,1142,0,0,0,234935,0
436704,62,65,0,0,0,45670,0,0,1556,0,112875,0,3100,0,0,0,0,0,3,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,8087,3646,0,0,7623,0,1055,0,0,112875,5160,1131,0,0,2872,45670,0
335801,61,59,91053,0,0,65760,0,0,0,0,0,0,92500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7952,3607,0,0,7849,0,0,795,0,0,5655,1240,0,0,0,156813,0
200118,30,0,70532,0,0,0,0,0,2777,0,0,0,15700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4853,0,1883,3380,9875,0,5168,1133,0,0,0,70532,0
372752,69,0,37584,0,0,0,0,0,0,0,0,2055,41600,0,0,0,0,0,1,0,0,0,11622,0,30422,0,0,0,0,0,0,0,0,0,1,1,570,0,0,0,0,0,3537,2297,0,0,3361,0,0,71,0,0,0,0,0,0,0,37584,0
42932,80,80,55643,0,0,202340,0,0,0,0,0,0,6300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3906,6160,0,8458,20130,0,0,46514,80509,0,5489,1204,0,0,0,257983,0
369877,56,0,375075,2,0,0,0,0,190,0,0,0,600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3476,0,49260,0,0,0,14398,4902,0,0,23068,2,190,8498,14709,0,6473,1419,0,0,0,375075,0
290689,59,0,0,0,0,0,0,0,0,0,43011,0,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3142,0,0,12428,4687,0,0,19907,0,0,284,0,0,0,0,0,0,0,0,0
348711,50,45,0,15770,0,0,0,0,0,0,0,0,1600,0,0,0,1,0,2,0,0,0,0,0,12891,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,6513,2071,0,0,2500,15770,0,0,0,0,0,0,2500,0,0,0,0
237538,38,39,265413,0,0,3790,0,0,8,0,0,0,2700,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,0,0,0,0,0,0,18899,4167,0,0,14212,0,8,8,0,0,0,0,0,0,0,269203,0
244557,27,28,22830,0,0,95886,0,0,0,0,0,0,49200,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1666,14650,2757,0,0,3000,0,0,1717,5079,0,0,0,0,0,0,118716,0
395451,70,70,0,0,0,0,-19329,0,69445,0,9745,0,6900,0,0,0,0,0,2,0,0,0,23244,0,35711,0,0,0,0,0,0,0,0,0,2,2,487,3488,0,0,0,0,6217,4318,0,31385,3000,-19329,69445,508,0,5623,0,0,0,0,0,0,0
199341,52,51,201520,0,0,201520,0,0,19787,0,0,0,5000,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,0,0,0,1666,19522,5653,0,0,22303,0,13415,3635,6293,0,6468,1418,0,0,0,403040,0
119840,45,34,389412,0,0,0,0,0,0,0,0,0,6600,0,0,0,1,0,2,0,28400,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,0,0,0,0,11716,0,18711,4868,0,0,3000,0,0,34,0,0,6397,1403,0,0,0,389412,0
221488,70,70,0,0,365124,0,0,0,0,0,0,0,700,0,0,0,1,0,2,0,0,0,11622,0,15604,0,0,0,1,0,1,0,1,1,3,2,0,280,0,0,0,0,9151,5655,0,0,3000,0,0,3245,0,0,0,0,0,0,0,0,365124
435889,55,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10222,3489,0,2802,10756,0,0,0,0,0,5788,1269,0,0,0,0,0
306291,38,45,92412,0,0,56534,0,0,0,0,0,0,33000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12387,2927,0,0,6850,0,0,0,0,0,0,0,0,0,0,148946,0
89371,46,0,100970,0,0,0,0,0,720,0,0,0,36500,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,3,1,0,0,0,2438,9894,0,0,0,0,0,4540,0,720,14,0,0,0,0,0,0,0,100970,0
442404,49,0,0,45747,0,0,0,0,0,0,0,0,58400,0,0,0,2,0,1,0,0,2362,0,0,0,0,0,0,1,0,1,0,1,2,3,4,0,0,0,0,0,0,2839,866,0,0,450,45747,0,0,0,0,0,0,0,0,965,0,0
35904,20,0,10237,0,0,0,0,0,0,0,0,0,127600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,526,0,0,21,0,0,0,0,0,0,0,10237,0
256699,42,47,0,0,0,81976,0,0,180962,0,0,0,7400,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,2036,0,0,0,0,0,18200,4349,0,0,3000,0,180962,661,0,0,6109,1339,0,0,0,81976,0
194002,51,49,1075386,0,0,92957,0,0,10884,0,0,0,7600,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,13436,1400,27668,8035,0,0,54694,0,10884,22589,4709,0,7505,1646,0,0,0,1168343,0
61005,28,0,6488,0,0,0,0,0,0,0,0,3836,11600,0,0,0,0,0,1,0,0,2766,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7919,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,178,0,1130,6488,0
342155,45,0,32346,0,0,0,0,0,0,0,0,0,73800,0,0,0,0,0,2,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,5408,1466,0,0,1652,0,0,11,0,0,0,0,0,0,60,32346,0
295394,55,48,131179,0,0,0,49151,0,0,0,0,0,1000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10362,3753,0,0,0,49151,0,784,2320,0,5805,1273,0,0,0,131179,0
288013,80,0,0,0,0,0,0,0,0,0,25800,0,161400,0,0,0,0,0,1,0,0,0,11622,0,12025,0,2725,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,25800,4179,916,0,0,0,0,0
432797,72,0,0,0,0,0,0,0,0,0,0,0,64100,0,0,0,0,0,1,0,0,2165,11622,0,9258,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,421,0,0,28,0,0,0,0,0,0,884,0,0
402265,27,19,26187,0,0,1389,0,0,0,0,0,0,44700,0,0,0,2,1,1,0,0,0,0,14062,0,0,0,0,2,2,2,0,2,2,4,2,0,0,0,0,0,872,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,5744,27576,0
288316,74,73,0,0,0,0,0,0,1079,0,48375,0,10300,0,0,0,0,0,2,0,0,0,23244,0,29712,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2720,2844,0,0,3757,0,1079,375,0,0,4365,957,0,0,0,0,0
107039,25,0,4654,0,0,0,0,0,0,0,0,0,35300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6618,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,4654,0
270155,54,53,40048,0,0,34587,0,0,0,0,40167,0,5100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8797,3141,0,0,6350,0,0,0,0,23176,5486,1203,0,0,0,74635,0
367951,40,51,14923,0,0,0,0,0,0,0,0,0,35200,0,0,0,2,1,2,0,0,0,0,21094,0,0,0,0,1,0,2,0,1,3,5,2,0,0,0,0,0,0,0,0,0,19828,750,0,0,0,0,0,0,0,0,0,8616,14923,0
413921,63,63,0,0,0,0,0,0,0,0,83913,0,2300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5635,2877,0,0,4544,0,0,122,0,83913,0,0,0,0,0,0,0
46125,30,0,24010,0,0,0,0,0,0,0,0,0,103000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,666,3483,0,0,0,0,0,0,0,0,1375,0,0,69,0,0,0,0,0,0,0,24010,0
263850,43,39,54858,0,0,19302,0,0,185,0,0,0,10700,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,0,0,0,0,9169,2399,0,0,0,0,0,2933,0,0,5088,1116,0,0,0,74160,0
337939,35,29,0,0,0,19208,0,0,0,0,0,0,86300,0,0,0,0,0,2,0,0,0,11622,14062,12830,0,0,0,0,0,0,0,0,0,2,2,207,0,0,0,8788,0,6542,1516,0,25834,1590,0,0,0,0,0,0,0,0,0,5744,19208,0
124938,40,0,0,26803,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1750,26803,0,0,0,0,0,0,586,0,0,0,0
128923,39,35,197820,0,0,34618,0,0,1027,0,0,0,500,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,4,1,5,0,4,3,7,2,2131,0,0,0,0,0,19379,4086,0,0,11917,0,1027,182,0,0,0,0,0,0,0,232438,0
342482,52,56,14907,0,0,19876,0,0,0,0,0,0,52600,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4971,1765,0,0,1750,0,0,0,0,0,0,0,0,0,0,34783,0
123561,47,50,0,0,0,122964,0,0,0,0,0,0,8000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10513,0,10905,3171,0,0,3000,0,0,4492,13289,0,0,0,0,0,0,122964,0
300870,52,47,0,0,0,0,0,0,0,0,64033,0,107000,0,0,0,0,0,2,0,0,0,0,14062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6318,2194,0,0,2880,0,0,0,0,64033,0,0,0,0,5744,0,0
154945,77,80,0,0,0,0,0,0,19149,0,18963,0,66000,0,0,0,0,0,2,0,0,0,23244,0,35190,0,0,0,0,0,0,0,0,0,2,2,2230,0,0,0,0,0,2070,2970,0,43420,3969,0,12983,23,0,18963,0,0,0,0,0,0,0
58912,56,0,40848,0,0,0,0,0,0,0,0,0,104600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4747,1793,0,12179,2311,0,0,70,0,0,0,0,0,0,0,40848,0
356356,49,0,0,51084,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7773,2316,0,0,3000,51084,0,0,0,0,0,0,0,0,0,0,0
210704,47,0,38416,0,0,0,0,0,10386,0,0,0,200200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12473,0,0,0,0,0,6945,1987,0,0,3344,0,7042,785,0,0,4793,1051,0,0,0,38416,0
150801,34,31,51490,0,0,2574,0,0,0,0,0,0,42300,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,2,0,0,0,0,0,0,0,0,0,0,1911,0,0,0,0,0,4791,1050,0,0,0,54064,0
105016,60,68,0,0,0,75159,0,0,0,0,9150,0,74300,0,0,0,0,0,2,0,0,0,11622,0,20389,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6703,2990,0,0,3000,0,0,171,0,5279,4921,1079,0,0,0,75159,0
73481,68,64,54721,0,0,0,0,0,6870,0,36936,0,4300,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3091,4420,0,0,0,0,5590,3568,0,0,6903,0,4658,3501,10357,36936,5080,1114,0,0,0,54721,0
345449,55,53,270812,0,0,0,0,0,266,0,0,0,1600,0,0,0,1,0,2,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,400,13120,4502,0,0,13705,0,0,441,0,0,6095,1336,0,0,2872,270812,0
365397,70,67,0,0,0,0,0,0,22515,0,202998,0,4000,0,0,0,0,0,2,0,0,0,23244,0,39706,0,0,0,0,0,0,0,0,0,2,2,0,1309,0,0,0,0,7241,4905,0,4538,13870,0,15265,0,0,202998,0,0,0,0,0,0,0
247300,37,47,0,0,0,3581,0,0,0,0,0,0,72800,0,0,0,2,0,2,7046,0,4343,0,28125,0,0,0,0,1,0,2,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,16141,3581,0
408463,32,0,327,0,0,0,0,0,0,0,0,0,43500,1,0,0,0,0,1,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,324,327,0
31615,85,85,0,0,0,0,0,0,16079,0,6843,0,99600,0,0,0,0,0,2,0,21515,0,23244,0,23754,0,0,0,0,0,0,0,0,0,2,2,0,4745,0,0,0,0,0,2638,0,0,2687,0,16079,1652,0,0,0,0,0,0,0,0,0
140088,70,68,0,0,0,0,0,0,0,0,32909,0,800,0,0,0,0,0,2,0,0,0,23244,0,29928,0,0,0,0,0,0,0,0,0,2,2,0,6228,0,0,0,0,4522,3316,0,51207,5665,0,0,3552,10506,32909,4570,1002,0,0,0,0,0
97778,49,0,49312,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2730,0,0,7882,23027,0,0,0,0,0,0,49312,0
423517,27,0,19206,0,0,0,0,0,0,0,0,829,149100,0,0,0,0,0,1,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5701,1108,0,0,1185,0,0,0,0,0,4276,937,0,0,1299,19206,0
454617,85,0,0,0,0,0,0,0,4464,0,0,0,12700,0,0,0,0,0,1,0,0,5346,11622,0,14681,0,0,0,0,0,0,0,0,0,1,1,14531,169842,0,0,0,0,1151,4304,0,0,11137,0,3027,163,0,0,0,0,0,0,2183,0,0
292021,76,75,0,0,0,0,0,0,509,0,91057,0,1300,0,0,0,0,0,2,0,0,0,23244,0,30887,0,0,0,0,0,0,0,0,0,2,2,355,2761,0,0,0,0,3155,3706,0,0,6684,0,509,346,0,52540,4695,1029,0,0,0,0,0
101125,31,0,318224,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18893,3687,0,0,3000,0,0,204,0,0,6211,1362,0,0,0,318224,0
433982,77,80,0,0,0,0,0,0,0,0,48375,0,8400,0,0,0,0,0,2,0,22450,0,23244,0,30420,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2208,3110,0,5694,4410,0,0,4056,11849,0,0,0,0,0,0,0,0
128752,63,0,0,14421,0,0,0,0,0,0,0,0,11900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1350,14421,0,0,0,0,4348,953,0,0,0,0,0
417913,64,65,0,0,0,0,0,0,23879,0,126972,0,3200,0,0,0,0,0,2,0,0,0,11622,0,5289,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9639,0,7649,3911,0,24741,9034,0,0,403,0,126972,5316,1166,0,0,0,0,0
423485,34,33,44387,0,0,20486,0,0,0,0,0,0,152700,0,0,0,3,0,2,0,0,0,0,0,0,1787,0,0,3,0,3,0,3,3,5,2,0,0,0,0,0,0,11206,2319,0,0,3800,0,0,0,0,0,5013,1099,0,0,0,64873,0
277176,64,64,0,0,0,0,0,0,9727,0,99975,0,10000,0,0,0,0,0,2,0,0,0,0,0,20507,0,0,0,0,0,0,0,0,0,2,2,45878,0,0,0,0,0,7242,3729,0,0,8100,0,6595,486,1440,99975,5510,1208,0,0,0,0,0
